contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2854711,39,갈비장터,20220916131145,20250806131306,,,"<a href=""https://www.instagram.com/galbi_jangter/""target=""_blank"" title=""새창 : 갈비장터 사이트로 이동"">https://www.instagram.com/galbi_jangter/</a>",http://tong.visitkorea.or.kr/cms/resource/03/2854703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2854703_image3_1.jpg,Type3,31,29,41,650,FD,FD01,FD010100,A05,A0502,A05020100,경기도 포천시 소흘읍 솔모루로58번길 4-1,,11179,127.1451122602,37.8269519529,6,"갈비장터는 포천 송우리 시내에 있는 이동갈비 맛집이다. 장터 근처에 있어서 송우리 장날이 서는 날인 4일, 9일에 방문한다면 전통 시장을 둘러볼 수도 있다. 갈비장터는 주메뉴는 이동 갈비이지만 이동 갈비 외에도 다양한 고기 메뉴를 갖추고 있어 고기를 좋아하는 방문객은 메뉴를 달리해 다양하게 맛볼 수 있다. 점심시간에는 돼지갈비와 식사로 구성된 점심 특선 돼지 왕구이와 후식 냉면을 먹거나 장터 국밥을 맛볼 수 있다. 고기를 시키면 다양한 밑반찬과 샐러드 등이 함께 나온다."
2873395,39,갈현냉면집,20221024150659,20250421175716,,,,http://tong.visitkorea.or.kr/cms/resource/57/2873357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2873357_image3_1.jpg,Type3,31,2,41,281,FD,FD01,FD010100,A05,A0502,A05020100,경기도 고양시 덕양구 용두로 57 (용두동),,10549,126.8879026871,37.6229377314,6,"갈현냉면집은 서오릉 인근에 위치한 함흥냉면 전문점이다. 이곳은 항상 줄을 서서 먹는 맛집으로, 매장 입구에 대기 손님들이 기다리는 장소가 마련되어 있다. 냉면을 주문하면 고소하고 짭짤한 육수를 따라준다. 물냉면의 면은 아주 얇고 꼬들꼬들한 식감에 육수는 담백한 맛이다. 회 비빔냉면에는 계란 반 개, 무, 회, 오이가 들어가는데, 회의 쫄깃하면서 부드러운 맛과 배의 상큼함이 어우러져 중독성이 있다. 왕만두는 여섯 개가 나오는데 속은 두부와 고기로 이루어져 있고 담백한 맛이다."
133832,39,감나무집,20040220090000,20250404132937,,,,,,,31,9,41,360,FD,FD01,FD010100,A05,A0502,A05020100,경기도 남양주시 조안면 다산로747번길 45,,12283,127.3029706666,37.5175657918,6,"감나무집은 남양주 조안면에 위치한 팔당호 호수를 바라보며 식사를 할 수 있는 장어요리전문점이다. 집에서 담은 고추장을 넣어만든 매기 매운탕과 데리야키 간장소스를 올린 장어구이가 인기 요리이다. 감나무집의 장어는 고창에서 매일 들여오는 싱싱한 장어로 지하수를 끌어올린 수족관에 보관하는데, 여름에도 수온이 차 장어의 육질이 단단하다. 강이 보이는 테이블에서 사계절 호반의 풍경을 감상할 수 있다."
2569511,12,감악산 출렁다리,20181125013058,20260309093631,,,https://tour.paju.go.kr/user/tour/,https://tong.visitkorea.or.kr/cms/resource/73/3494673_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3494673_image3_1.jpg,Type3,,,41,480,VE,VE01,VE010300,,,,경기 파주시 적성면 설마천로 238,,10805,126.947116,37.937772,6,"감악산은 경기 오악(五岳) 중 하나로 바위 사이로 검은빛과 푸른빛이 동시에 나왔다 하여 감색 바위산이란 뜻이다. 감악산 둘레길의 시작점에 위치한 출렁다리는 도로로 인해 잘려 나간 설마리 골짜기를 연결하는 다리이다. 출렁다리는 무주탑 산악 현수교로 자연과 조화를 이루도록 시공되었다. 설마천을 끼고 있는 아기자기한 계곡, 운계폭포가 감악산의 자랑으로 거의 수직으로 떨어지는 폭포는 겨울 빙벽훈련에도 이용된다. 정상에는 감악산비가 서 있고, 장군봉 바로 아래에는 임꺽정이 관군의 추격을 피해 숨어 있었다는 임꺽정 굴도 있다. 감악산은 휴전선과 가까워 정상에 오르면 임진강과 개성의 송악산이 눈에 들어온다."
125450,12,감악산(파주),20021022090000,20250915103229,,,"<a href=""https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoView.do?menuCode=4&areaSe=&cntntsSn=55&q_gubun=&q_gubunCode=&q_rowPerPage=30&q_currPage=1&q_sortName=&q_sortOrder=&q_searchKey=ALL&q_searchVal="" target=""_blank"" title=""새창: 파주문화관광 홈페이지로 이동"">https://tour.paju.go.kr</a>",,,,31,27,41,480,NA,NA01,NA010100,A01,A0101,A01010400,경기도 파주시 적성면 자장리,,10801,126.9690139441,37.9417548169,6,"감악산(675m)은 감악산은 경기 파주시 적성면과 양주군 남면 연천군 전곡읍에 걸쳐있다. 경기 5악에 속하는 폭포, 계곡, 암벽 등을 고루 갖춘 명산으로서 정상에선 임진강과 개성의 송악산 등이 두루 눈에 들어오며, 반대편 봉우리인 임꺽정봉의 산세 또한 수려하다.
정상에 오르면 강 건너편으로 휴전선 일대의 산과 들이 눈앞에 펼쳐지며 맑은 날에는 개성의 송악산과 북한산이 눈에 들어온다. 산 정상에는 이제는 흔적도 없이 마모되어 글씨를 찾아볼 수 없는 감악산비가 석대위에 우뚝 서 있다. 파주시 향토 유적인 이 비는 글자가 없다고 하여 몰자비, 또는 빗돌대왕비, 설인귀사적비 등 여러 개의 비 이름과 함께 전설들이 구전되어 오고 있다. 폭포, 계곡, 암벽 등을 고루 갖추고 있으며 임꺽정이 관군의 추격을 피하기 위해 숨어 지냈다는 장군봉 아래 임꺽정 굴이 있으며 설마리 계곡에는 6·25전쟁과 관련한 영국군전적비와 대한의열단 전적비가 있다.
산림청 선정 100대 명산 중의 하나이기도 하며 최근(2016년) 감악산 출렁다리로 방문객들의 즐거움을 더해주고 있다."
2756569,28,감악산낚시터레저타운,20211013224805,20250730111520,,,,http://tong.visitkorea.or.kr/cms/resource/01/2759101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2759101_image3_1.jpg,Type3,31,27,41,480,LS,LS02,LS020500,A03,A0303,A03030500,경기도 파주시 적성면 감골길 48,,10805,126.9523135563,37.9118746691,6,"경기도 파주시 적성면 감악산 인근에 있는 손맛 낚시터이다. 2007년에 하우스 낚시터로 개장하고 채비 엉킴을 막기 위해 2.1칸으로 제한하고 있다. 맑은 공기와 깨끗한 물, 울창한 숲을 이루고 있는 감악산과 더불어 붕어, 잉어, 향어 낚시를 즐길 수 있다. 내림 바닥 낚시와 사선 낚시만 허용하고 교대 낚시 및 겸 다리 낚시는 금지하고 있다."
134877,39,감악산생꼬기꾸이,20050203090000,20251118165812,,,,,,,31,6,41,310,FD,FD01,FD010100,A05,A0502,A05020100,경기도 구리시 이문안로 6-1 (교문동),,11938,127.1320757594,37.5917013096,6,"감악산생꼬기꾸이는 경기도 구리시 교문동에 위치한 생고기구이 전문점으로 삼겹살, 목살, 가브리살 등 다양한 메뉴를 제공한다. 구리시 현지인들에게 맛집으로 알려진 삼겹살 맛집이다. 특히 함께 제공되는 된장찌개의 맛이 좋아 든든한 한 끼를 해결할 수 있다. 넓은 홀과 시설을 갖추고 있어 모임이나 회식 등에 적합하다. 셀프바에서는 부족한 반찬을 얼마든지 가져다 먹을 수 있다."
2846694,39,강가네한다리이향갈비 본점,20220831113730,20250429170230,,,,http://tong.visitkorea.or.kr/cms/resource/74/2846674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2846674_image3_1.jpg,Type3,31,6,41,310,FD,FD01,FD010100,A05,A0502,A05020100,경기도 구리시 아차산로 302 (교문동),,11959,127.1293651728,37.5819579477,6,"강가네한다리이향갈비 본점은 경기도 구리시 교문동에 위치한 돼지갈비 전문점이다. 내부 좌석에 독립된 공간이 마련되어 있어 가족 모임이나 단체 회식을 하기에 좋다. 이곳은 칼집을 고르게 낸 후 양념에 잘 절여서 나오는 돼지갈비가 인기가 가장 많다. 메인메뉴를 주문하면 상추와 깻잎, 배추, 치커리, 고추 등 다양한 쌈야채를 비롯하여 생선찜, 해물냉채, 간장게장 등 다양한 반찬이 차려져 고기와 함께 곁들여 먹기 좋다."
2788258,39,강경숯불바베큐,20211208015354,20250106132909,,,,http://tong.visitkorea.or.kr/cms/resource/02/2788302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2788302_image3_1.jpg,Type3,31,18,41,630,FD,FD01,FD010100,A05,A0502,A05020100,경기도 양주시 광적면 삼일로 123-74,,11414,126.9857656401,37.8294876595,6,"양주시에 있는 아름다운 연못, 숲으로 둘러싸여 있는 자연 공간에 문을 연 캠핑 분위기를 느낄 수 있는 레스토랑이다. 도심에서 느낄 수 없는 자연 속에서 편안하게 바비큐를 즐길 수 있다. 엄선된 고기(이베리코, 꽃 삼겹, 듀록 목살)와 함께 여러 가지 세트 구성으로 취향에 맞는 메뉴를 선택하여 푸짐하게 즐길 수 있다. 아담한 건물의 카페에서 커피도 마실 수 있다. 방문 전에 예약을 하면 더욱 정성껏 준비된 식사가 가능하다."
2891383,39,강릉집,20221031102805,20250626154944,,,,http://tong.visitkorea.or.kr/cms/resource/81/2891381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2891381_image3_1.jpg,Type3,31,2,41,285,FD,FD01,FD010100,A05,A0502,A05020100,경기도 고양시 일산동구 중앙로1261번길 61 (장항동),,10402,126.7702485676,37.6574649455,6,"강릉집은 일산 웨스턴돔에 있는 활어회가 맛있는 전통 한식 횟집이다. 일산 문화공원 바로 옆 메트로골드 2층에 있으며 기와집 형식의 입구를 지나 내부로 들어가면 수족관이 있다. 꽤 넓은 내부에는 4인석 테이블이 여러 개 있고, 단체석과 프라이빗룸도 있어서 다양한 모임을 하기에 좋고, 좌식 테이블도 있어 아기와 함께 가도 좋다. 해신탕, 해물탕, 활어회, 회무침, 해물찜 등 메뉴가 다양하고 세트메뉴와 점심특선 메뉴도 있어서 혼밥족에게도 인기다. 회정식은 2인 이상 주문이 가능하고 들깨미역국, 활어회, 회무침, 매운탕이 코스로 나온다. 건물 내 지하 주차장에 주차할 수 있다."
1208943,39,강마루,20110219011455,20250317204917,,,"<a href=""https://www.instagram.com/gangmaru_maeuntang""target=""_blank"" title=""새창 : 인스타그램 이동"">https://www.instagram.com/gangmaru_maeuntang</a>",,,,31,1,41,820,FD,FD01,FD010100,A05,A0502,A05020100,경기도 가평군 청평면 북한강로 1871,,12458,127.3862443838,37.6849062131,6,"청평호반가에 위치한 ‘강마루’는 민물매운탕 전문점으로 깊은 국물과 시원하며 매콤한 맛을 느낄 수 있다. 메뉴 주문 시 호박볶음, 김치, 멸치볶음, 도토리묵, 전 등 다양한 반찬이 정갈하게 차려진다. 이곳은 실내에 좌식 테이블이 마련되어 있으며, 룸으로 나누어져 있어 편안하고 오붓하게 식사를 즐길 수 있다. 가까이에 대성리 관광지와 강촌스키장이 있으며, 다양한 수상 레저를 즐길 수 있다."
125481,12,강씨봉,20031125090000,20250319100215,,,"<a href=""https://www.pocheon.go.kr/ktour/index.do"" target=""_blank"" title=""새창 : 포천문화관광 홈페이지로 이동"">https://www.pocheon.go.kr/ktour</a>",,,,31,29,41,650,NA,NA01,NA010100,A01,A0101,A01010400,경기도 포천시 일동면 사직리,,11118,127.3824086593,37.9691869397,6,"강씨봉의 해발 높이는 830m이며, 백운산, 국망봉으로 이어지는 광주산맥에 포함된 산으로, 경기도 가평군 명지산 서쪽 귀목봉에서 갈라져 나온 산줄기 위에 솟아 있다. 포천군과 가평군 경계지역이며 산꼭대기 좌우로 매우 아름다운 경관을 가진 산으로 아기자기한 등산코스를 지니고 있지만 주위에 유명한 산들이 많아, 등산객이 많지 않은 조용한 산행을 즐길 수 있어 가족 산행지로 가볼 만하다. 강씨봉 정상에서 포천방향으로는 금주산, 관모봉, 관음산, 사향산이 보이고, 가평방향으로는 국망봉, 민둥산, 화악산, 촛대봉, 명지산, 귀목봉 등의 조망이 가능하다. 가평에 위치한 강씨봉 자연휴양림에서 출발하는 등산코스에는 1㎞밖에 안 되는 지름길도 있는데 상당한 급경사 길이라 주의를 기울여야 한다. 강씨봉마을에서 포천시 일동면을 넘어가는 고개를 강씨봉 고개(오뚜기고개)라고 한다. 궁예의 부인 강씨가 살았던 곳으로 알려진 강씨봉마을은 곳곳의 지명에 강씨가 붙어 있다. 그런가 하면 한국전쟁 이후 이곳에 군사도로를 만들 때 작업했던 군부대 이름을 따서 오뚜기고개라 부르기도 한다. 산을 넘어 포천에서 가평으로 넘어오게 되면 멋진 조각들과 함께 강씨봉 자연휴양림을 만날 수 있게 되는데, 휴양림 입구에는 펜션 단지들이 있어 가족끼리 등산과 함께 즐기기에 좋다."
2774103,12,강씨봉 자연휴양림,20211112215922,20250317204601,,,"<a href=""http://gangssibong.foresttrip.go.kr/"" target=""_blank"" title=""새창 : 강씨봉 자연휴양림사이트로 이동"">http://gangssibong.foresttrip.go.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/28/2774128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2774128_image3_1.jpg,Type3,31,1,41,820,NA,NA04,NA040600,A01,A0101,A01010600,경기도 가평군 북면 논남기길 520,,12400,127.4083868175,37.9700067673,6,"980Ha 의 울창한 천연림의 아름다운 경관을 가진 가평군 북면 적목리에 위치한다. 경기도 소유의 도유림으로 2006~2011년 조성되었으며 주요 시설물로는 단독형 숲속의집 7동, 산림휴양관 1동 (9실), 공중화장실 1동, 관리사무소 (회의실) 1동, 기타 산책로, 주차장 등 각종 편의시설을 갖추고 있다. 어린이를 위한 모험 놀이시설과 간이 물놀이 시설과 함께 숲 해설, 숲 체험을 할 수 있다. 가족단위 산림 휴양에 최적의 조건을 갖추고 있다."
1201163,12,강영천효자문,20110210230729,20250318190822,,,"<a href=""https://www.gptour.go.kr/tour/tour_view.jsp?menu=tour&submenu=main&paramidx=TL0000033"" target=""_blank"" title=""새창 : 가평 문화관광으로 이동"">http://www.gptour.go.kr</a>",http://tong.visitkorea.or.kr/cms/resource/28/3386028_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/3386028_image3_1.JPG,Type3,31,1,41,820,HS,HS01,HS010300,A02,A0201,A02010300,경기도 가평군 북면 논남기길 402-19,,12400,127.4214078804,37.9689765715,6,효자 강영천은 진주 강씨로 3세 때 부친을 여의고 홀어머니 연일 정씨와 함께 살던 중 7세 때 모친이 병으로 몸 져 눕게 되었다. 나이는 비록 어렸으나 효심이 지극하였던 영천은 병든 어머니의 수발을 들던 중 병이 악화되어 정신을 잃자 자신의 손가락을 문지방에 깨트려 피를 내어 입에 흘려놓고 쓰러지고 말았다. 어머니가 깨어나 피를 흘리며 쓰러진 어린 아들을 발견하여 정성껏 간호한 끝에 깨어날 수 있었다. 정문 앞에 걸린 ‘효자업무강영천지문각 강희 39년 경진 3월 15일 입’이라 새겨진 현판으로 보아 이 효자문은 숙종 26년(1700년 3월 15일)에 건립했음을 알 수 있다. 본래의 건물은 290년 가까이 세월이 흐르는 동안 멸실된 것을 1987년도에 복원한 것이다.
2867328,39,개성설렁탕 본점,20221014132707,20250722163424,,,,http://tong.visitkorea.or.kr/cms/resource/26/2867326_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/2867326_image3_1.JPG,Type3,31,25,41,150,FD,FD01,FD010100,A05,A0502,A05020100,경기도 의정부시 신흥로 177 (의정부동),,11654,127.0432520668,37.7321167078,6,"경기도 의정부시에 있는 설렁탕 전문점이다. 설렁탕, 갈비탕, 돌솥우족탕, 얼큰이해장국, 속풀이해장국, 칡물냉면, 비빔냉면, 도가니수육 등 여러 가지 메뉴를 맛볼 수 있다. 푹 고아진 육수는 맑은 우윳빛이 나며, 깊은 맛과 여운을 느낄 수 있다. 매장이 넓고 깔끔해 편안한 분위기에서 식사할 수 있다. 매장 앞에 주차장이 있어 주차하기에 편리하다. 의정부 경전철 범골역 1번 출구에서 400m 거리에 있어서 대중교통을 이용해도 좋다. 근처에 한길문화공원, 백석천 근린공원, 우정 어린이공원 등이 있어 식사 후 산책하기에 좋다."
134729,39,개성집,20041201090000,20260317101258,,,,,,,,,41,360,FD,FD01,FD010100,,,,경기도 남양주시 와부읍 경강로 876,,12277,127.234925291906,37.559513912908,6,"개성집은 3대째 이어져 오는 전통의 손맛을 자랑하는 식당이다. 3대째 내려오는 비법으로 모든 메뉴를 조리한다. 한우 만두전골의 국물은 빨갛지만 맵지 않아 누구나 맛있게 즐길 수 있으며, 고기만두 안에는 숙주나물이 풍부하게 들어있어 아삭한 식감을 느낄 수 있다. 한우 만둣국은 직접 빚은 손만두가 푸짐하게 들어간 진한 국물이 일품이다. 찐만두는 슴슴한 이북식 개성 만두의 맛을 느낄 수 있다. 이외에도 녹두전, 도토리묵 등 함께 곁들여 먹으면 더욱 맛있는 메뉴들도 준비되어 있다."
2740124,28,개울가오토캠핑장,20210906215437,20250411142614,,,"<a href=""http://www.gaewoolga.co.kr/"" target=""_blank"" title=""새창 : 개울가오토캠핑장 사이트로 이동"">http://www.gaewoolga.co.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/87/2740287_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/2740287_image2_1.JPG,Type3,31,1,41,820,AC,AC05,AC050200,A03,A0302,A03021700,경기도 가평군 설악면 유명로 654-58,,12473,127.4949674269,37.6030288256,6,경기도 가평군 설악면에 위치한 개울가 오토캠핑장은 야영장 근처에는 유명산 맑은 계곡이 흐르고 산책로가 있다. 숲속 식물원과 자연현장 체험관 천연림 탐방로와 숲속의 쉼터가 있어 새로운 숲속의 볼거리를 제공한다. 경치좋고 물좋은 유명산에서 편안한 휴식과 일상적인 피로에서 벗어날 수 있는 시간을 보낼 수 있다.
2654476,14,갤러리 MOA,20200427225602,20250324162615,,,,http://tong.visitkorea.or.kr/cms/resource/60/3383660_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/3383660_image3_1.JPG,Type3,31,27,41,480,VE,VE07,VE070600,A02,A0206,A02060500,경기도 파주시 탄현면 헤이리마을길 48-37,,10859,126.7002790678,37.7877540724,6,"갤러리 MOA에서는 가능성 있는 신진작가의 성공적 활동을 위하여 엄정한 선별을 통해 매년 1회의 기획전을 진행하고 있으며, 동시에 현대건축의 흐름을 인식할 수 있는 국내외 유명 건축가들을 위한 드로잉 전, 건축 사진전 등을 정기적으로 개최하고 있다. 개관한 이래 지금까지 약 100회 이상의 기획전을 개최했다. 주로 21세기 국내외 예술계를 선도할 실험정신이 강한 작가들을 선별하여 전시 및 세미나를 개최해오고 있는데, 뉴미디어 아트, 설치, 조각, 판화, 드로잉, 사진, 영상, 평면화 등 그 범위가 다양하다.
갤러리 MOA 건물은 2005년 한국건축가 협회상을 받았으며, 영국 유니버스 사에서 출판한 1001개 죽기 전에 꼭 보아야 할 세계 건축물에 선정됨으로써, 건축미학을 감상하기 위해 많은 이들이 찾고 있는 명소가 되고 있다."
749479,14,갤러리박영,20090608221657,20250923144051,,,"<a href=""http://www.gallerybakyoung.com/"" target=""_blank"" title=""새창 : 갤러리박영 홈페이지로 이동"">http://www.gallerybakyoung.com</a>",http://tong.visitkorea.or.kr/cms/resource/26/3540626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3540626_image3_1.jpg,Type1,31,27,41,480,VE,VE07,VE070600,A02,A0206,A02060500,경기도 파주시 회동길 37-9 (문발동),,10881,126.6843245076,37.7057883439,6,"갤러리박영은 2008년에 개관한 파주출판단지 내의 1호 갤러리이다. 박영(博英)의 뜻은 ‘널리 인재를 양성한다’라는 의미로 창업주의 기업 정신을 담고 있다. 파주출판단지는 책을 기반으로 한 미술, 음악, 건축, 교육, 가구, 엔터테인먼트 등 다양한 문화 콘텐츠가 모인 미술 문화 특구로 형성되었으며, 현재 300명이 넘는 미술인들이 모일 수 있기까지는 작가지원을 위해 개관한 박영사의 갤러리박영의 시작으로 이루어진 결과이기도 하다. 작가 레지던스 프로그램이었던 작가 지원 사업은 현재 ‘박영 더 시프트’라는 이름으로 매년 공모전을 통해 다양한 장르의 미술인들과의 전시를 이어가고 있으며, 박영 작가들과의 융복합적 작품을 소개하고 있다. 
갤러리박영은 30년이 넘는 기간 동안 미술 수집을 통해 인연을 맺어온 한국 대표 작가들과의 기획전, 박영 소장품전 등 알찬 전시를 통해 대중과 소통하며 미술 문화의 저변확대를 위해 노력하고 있는 갤러리이다."
4011059,38,갤럭시 롯데백화점 구리점,20260204123330,20260326092041,,,www.galaxy.co.kr,https://tong.visitkorea.or.kr/cms/resource/24/4042624_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/24/4042624_image3_1.JPG,Type3,,,41,310,SH,SH04,SH040300,,,,경기도 구리시 경춘로 261 (인창동),4층,11922,127.143796142875,37.6027360022071,,"갤럭시는 삼성물산이 운영하는 대한민국 남성복 브랜드로, 클래식한 테일러링과 세련된 디자인을 바탕으로 품격 있는 비즈니스 스타일을 제공합니다. 고급 소재와 정교한 패턴으로 완성된 제품들은 안정감 있는 핏과 현대적인 감성을 동시에 담고 있습니다."
4025285,38,갤럭시 롯데백화점 일산점,20260226205751,20260330091611,,,,https://tong.visitkorea.or.kr/cms/resource/90/4044690_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/4044690_image3_1.jpg,Type3,,,41,285,SH,SH04,SH040300,,,,경기도 고양시 일산동구 중앙로 1283 (장항동),6층,10401,126.77212625922,37.6604717553584,,"갤럭시는 삼성물산이 운영하는 대한민국 남성복 브랜드로, 클래식한 테일러링과 세련된 디자인을 바탕으로 품격 있는 비즈니스 스타일을 제공합니다. 고급 소재와 정교한 패턴으로 완성된 제품들은 안정감 있는 핏과 현대적인 감성을 동시에 담고 있습니다."
2918486,38,갤럭시 롯데프리미엄아울렛 파주점,20221031151108,20260327092150,,,,https://tong.visitkorea.or.kr/cms/resource/55/4023655_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4023655_image3_1.jpg,Type3,,,41,480,SH,SH04,SH040300,,,,경기도 파주시 회동길 390 (문발동),2층,10881,126.693761637413,37.7178192715729,6,"갤럭시는 삼성물산이 운영하는 대한민국 남성복 브랜드로, 클래식한 테일러링과 세련된 디자인을 바탕으로 품격 있는 비즈니스 스타일을 제공합니다. 고급 소재와 정교한 패턴으로 완성된 제품들은 안정감 있는 핏과 현대적인 감성을 동시에 담고 있습니다."
2918546,38,갤럭시 신세계사이먼프리미엄아울렛 파주점,20221031145306,20260326092041,,,,https://tong.visitkorea.or.kr/cms/resource/75/4022475_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/4022475_image3_1.jpg,Type3,,,41,480,SH,SH04,SH040300,,,,경기도 파주시 탄현면 필승로 200,1층,10862,126.695385303664,37.769351232912,6,"갤럭시는 삼성물산이 운영하는 대한민국 남성복 브랜드로, 클래식한 테일러링과 세련된 디자인을 바탕으로 품격 있는 비즈니스 스타일을 제공합니다. 고급 소재와 정교한 패턴으로 완성된 제품들은 안정감 있는 핏과 현대적인 감성을 동시에 담고 있습니다."
2926529,38,갤럭시라이프스타일 롯데백화점 구리점,20221030224210,20260327092150,,,,https://tong.visitkorea.or.kr/cms/resource/36/4018536_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4018536_image3_1.jpg,Type3,,,41,310,SH,SH04,SH040300,,,,경기도 구리시 경춘로 261 (인창동),4층,11922,127.143796142875,37.6027360022071,6,갤럭시라이프스타일은 삼성물산이 운영하는 프리미엄 남성복 브랜드입니다. 고급 소재를 기반으로 클래식한 수트부터 모던 캐주얼까지 폭넓은 스타일을 제공하여 품격과 트렌드를 동시에 갖춘 남성 패션을 만나볼 수 있습니다.
2918713,38,갤럭시라이프스타일 신세계백화점 의정부점,20221030170031,20260327092150,,,,https://tong.visitkorea.or.kr/cms/resource/42/4020142_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/4020142_image3_1.jpg,Type3,,,41,150,SH,SH04,SH040300,,,,경기도 의정부시 평화로 525 (의정부동),7층,11696,127.0458721684,37.7379562781405,6,갤럭시라이프스타일은 삼성물산이 운영하는 프리미엄 남성복 브랜드입니다. 고급 소재를 기반으로 클래식한 수트부터 모던 캐주얼까지 폭넓은 스타일을 제공하여 품격과 트렌드를 동시에 갖춘 남성 패션을 만나볼 수 있습니다.
3305424,38,갤럭시라이프스타일 현대백화점 킨텍스점,20240201170711,20260327092150,,,,https://tong.visitkorea.or.kr/cms/resource/53/4018753_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4018753_image3_1.jpg,Type3,,,41,287,SH,SH04,SH040300,,,,경기도 고양시 일산서구 호수로 817 (대화동),6층,10391,126.751647571454,37.6679852145335,6,"갤럭시는 삼성물산이 운영하는 대한민국 남성복 브랜드로, 클래식한 테일러링과 세련된 디자인을 바탕으로 품격 있는 비즈니스 스타일을 제공합니다. 고급 소재와 정교한 패턴으로 완성된 제품들은 안정감 있는 핏과 현대적인 감성을 동시에 담고 있습니다."
2874889,39,갯촌칼국시,20221025144540,20250623133020,,,,http://tong.visitkorea.or.kr/cms/resource/77/2874877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2874877_image3_1.jpg,Type3,31,18,41,630,FD,FD01,FD010100,A05,A0502,A05020100,경기도 양주시 장흥면 호국로 697,,11522,126.9894016554,37.7241777714,6,"경기도 양주시에 있는 칼국수 전문점이다. 건물 외관 및 내부가 한옥처럼 구성되어 있다. 바지락칼국수, 낙지해물칼국수, 갯촌칼짬뽕, 새알팥죽, 팥칼국수, 감자전, 손만두, 냉밀국시, 국산서리태콩국수 등 여러 가지 메뉴를 맛볼 수 있다. 100% 자가 제면의 칼국수 면으로 직접 반죽하여 만든다. 매일 새벽 산지 직송된 생물 바지락을 사용하며, 4시간 정도 끓여낸 진한 육수를 제공한다. 면과 야채, 육수가 별도로 제공되며, 직접 바로 끓여 먹을 수 있다. 매장 앞 주차장이 있어 주차하기 편리하다."
2854724,39,거북이생고기식당,20220916131641,20250806131528,,,,http://tong.visitkorea.or.kr/cms/resource/17/2854717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2854717_image3_1.jpg,Type3,31,29,41,650,FD,FD01,FD010100,A05,A0502,A05020100,경기도 포천시 가산면 포천로898번길 156,,11164,127.2010123796,37.8383683068,6,"거북이 생고기 식당은 포천시 가산면에 있는 고기 식당이다. 동네 밥집처럼 생긴 외관이지만 고기 품질이 좋기로 유명하다. 한우 생등심이 대표메뉴인데, 고기를 통째로 접시에 담아 온 후 식탁에서 굽기 좋게 잘라 준다. 살짝 구워서 소금에 찍어 먹는다. 반찬이 깔끔하고 정갈하며 싱싱한 상추, 열무, 김치, 나무들도 모두 맛깔 난다. 이 외에 생삼겹살, 거북이정식(제육), 된장찌개, 김치찌개 등도 맛볼 수 있다."
1214384,39,검단집,20110223202702,20251107163039,,,,,,,31,1,41,820,FD,FD01,FD010100,A05,A0502,A05020100,경기도 가평군 청평면 호반로 1226,,12456,127.5021218350,37.7156353239,6,"검단집은 경기도 가평 청평호 끝자락에 위치한 숯불 닭갈비 전문점이다. 참나무숯으로 구워 먹는 양념닭갈비가 대표 메뉴이며, 매운 걸 못 먹는 아이들을 위해 간장닭갈비도 준비되어 있다. 닭은 모두 국내산을 이용한다. 이외에도 닭목살과 냉삼겹살, 고추장삼겹살도 있다. 또한 참나무 가마솥에 직접  끓인 소뼈양지곰탕도 맛볼 수 있다. 방문 전 미리 예약을 하면 편리한 이용이 가능하다."
